Codigo_Tecnico;Codigo_REBIUN_Referencia;Indicador_Referencia;Eje_Referencia;Nombre_Eje_Referencia;Apartado_Referencia;Nombre_Apartado_Referencia;Primer_Anio;Ultimo_Anio;Cambio_Codigo_REBIUN;Cambio_Denominacion;Codigos_REBIUN_Historicos;Denominaciones_Historicas
NPETICAC;7.1.2.5;Biblioteca como centro proveedor. Peticiones de copias servidas[positivas] a bibliotecas participantes en el acuerdo ICAC;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;2022;2025;No;No;2022:7.1.2.5 | 2023:7.1.2.5 | 2024:7.1.2.5 | 2025:7.1.2.5;2022:Biblioteca como centro proveedor. Peticiones de copias servidas[positivas] a bibliotecas participantes en el acuerdo ICAC | 2023:Biblioteca como centro proveedor. Peticiones de copias servidas[positivas] a bibliotecas participantes en el acuerdo ICAC | 2024:Biblioteca como centro proveedor. Peticiones de copias servidas[positivas] a bibliotecas participantes en el acuerdo ICAC | 2025:Biblioteca como centro proveedor. Peticiones de copias servidas[positivas] a bibliotecas participantes en el acuerdo ICAC
GASTORECINFO;9.1;Gasto en recursos de información;9;Gasto;9.1;Gasto en recursos de información (€);2020;2025;No;No;2020:9.1 | 2021:9.1 | 2022:9.1 | 2023:9.1 | 2024:9.1 | 2025:9.1;2020:Gasto en recursos de información | 2021:Gasto en recursos de información | 2022:Gasto en recursos de información | 2023:Gasto en recursos de información | 2024:Gasto en recursos de información | 2025:Gasto en recursos de información
GASTOMONPAPEL;9.1.1;Gasto dedicado a la compra de monografías en papel;9;Gasto;9.1;Gasto en recursos de información (€);2020;2025;No;No;2020:9.1.1 | 2021:9.1.1 | 2022:9.1.1 | 2023:9.1.1 | 2024:9.1.1 | 2025:9.1.1;2020:Gasto dedicado a la compra de monografías en papel | 2021:Gasto dedicado a la compra de monografías en papel | 2022:Gasto dedicado a la compra de monografías en papel | 2023:Gasto dedicado a la compra de monografías en papel | 2024:Gasto dedicado a la compra de monografías en papel | 2025:Gasto dedicado a la compra de monografías en papel
GASTOMAUDIOYNOLIB;9.1.2;Gasto dedicado a la compra de audiovisuales y material no librario;9;Gasto;9.1;Gasto en recursos de información (€);2020;2025;No;No;2020:9.1.2 | 2021:9.1.2 | 2022:9.1.2 | 2023:9.1.2 | 2024:9.1.2 | 2025:9.1.2;2020:Gasto dedicado a la compra de audiovisuales y material no librario | 2021:Gasto dedicado a la compra de audiovisuales y material no librario | 2022:Gasto dedicado a la compra de audiovisuales y material no librario | 2023:Gasto dedicado a la compra de audiovisuales y material no librario | 2024:Gasto dedicado a la compra de audiovisuales y material no librario | 2025:Gasto dedicado a la compra de audiovisuales y material no librario
GASTOPPPAPEL;9.1.3;Gasto dedicado a la suscripción de publicaciones periódicas en papel;9;Gasto;9.1;Gasto en recursos de información (€);2020;2025;No;No;2020:9.1.3 | 2021:9.1.3 | 2022:9.1.3 | 2023:9.1.3 | 2024:9.1.3 | 2025:9.1.3;2020:Gasto dedicado a la suscripción de publicaciones periódicas en papel | 2021:Gasto dedicado a la suscripción de publicaciones periódicas en papel | 2022:Gasto dedicado a la suscripción de publicaciones periódicas en papel | 2023:Gasto dedicado a la suscripción de publicaciones periódicas en papel | 2024:Gasto dedicado a la suscripción de publicaciones periódicas en papel | 2025:Gasto dedicado a la suscripción de publicaciones periódicas en papel
GASTOMONELECPAGO;9.1.4;Gasto dedicado a monografías electrónicas de pago;9;Gasto;9.1;Gasto en recursos de información (€);2020;2025;No;No;2020:9.1.4 | 2021:9.1.4 | 2022:9.1.4 | 2023:9.1.4 | 2024:9.1.4 | 2025:9.1.4;2020:Gasto dedicado a monografías electrónicas de pago | 2021:Gasto dedicado a monografías electrónicas de pago | 2022:Gasto dedicado a monografías electrónicas de pago | 2023:Gasto dedicado a monografías electrónicas de pago | 2024:Gasto dedicado a monografías electrónicas de pago | 2025:Gasto dedicado a monografías electrónicas de pago
GASTOPPELECPAGO;9.1.5;Gasto dedicado a publicaciones periódicas electrónicas de pago;9;Gasto;9.1;Gasto en recursos de información (€);2020;2025;No;No;2020:9.1.5 | 2021:9.1.5 | 2022:9.1.5 | 2023:9.1.5 | 2024:9.1.5 | 2025:9.1.5;2020:Gasto dedicado a publicaciones periódicas electrónicas de pago | 2021:Gasto dedicado a publicaciones periódicas electrónicas de pago | 2022:Gasto dedicado a publicaciones periódicas electrónicas de pago | 2023:Gasto dedicado a publicaciones periódicas electrónicas de pago | 2024:Gasto dedicado a publicaciones periódicas electrónicas de pago | 2025:Gasto dedicado a publicaciones periódicas electrónicas de pago
GASTOBBDDPAGO;9.1.6;Gasto dedicado a bases de datos de pago;9;Gasto;9.1;Gasto en recursos de información (€);2020;2025;No;No;2020:9.1.6 | 2021:9.1.6 | 2022:9.1.6 | 2023:9.1.6 | 2024:9.1.6 | 2025:9.1.6;2020:Gasto dedicado a bases de datos de pago | 2021:Gasto dedicado a bases de datos de pago | 2022:Gasto dedicado a bases de datos de pago | 2023:Gasto dedicado a bases de datos de pago | 2024:Gasto dedicado a bases de datos de pago | 2025:Gasto dedicado a bases de datos de pago
GASTOINFOELECT;9.2;Gasto en información electrónica;9;Gasto;9.2;Gasto en información electrónica;2020;2025;No;No;2020:9.2 | 2021:9.2 | 2022:9.2 | 2023:9.2 | 2024:9.2 | 2025:9.2;2020:Gasto en información electrónica | 2021:Gasto en información electrónica | 2022:Gasto en información electrónica | 2023:Gasto en información electrónica | 2024:Gasto en información electrónica | 2025:Gasto en información electrónica
PGASTOFINEXT;9.3;Porcentaje del gasto en fondo bibliográfico a cargo de financiación externa de la universidad;9;Gasto;9.3;Porcentaje del gasto en fondo bibliográfico a cargo de financiación externa;2020;2025;No;No;2020:9.3 | 2021:9.3 | 2022:9.3 | 2023:9.3 | 2024:9.3 | 2025:9.3;2020:Porcentaje del gasto en fondo bibliográfico a cargo de financiación externa de la universidad | 2021:Porcentaje del gasto en fondo bibliográfico a cargo de financiación externa de la universidad | 2022:Porcentaje del gasto en fondo bibliográfico a cargo de financiación externa de la universidad | 2023:Porcentaje del gasto en fondo bibliográfico a cargo de financiación externa de la universidad | 2024:Porcentaje del gasto en fondo bibliográfico a cargo de financiación externa de la universidad | 2025:Porcentaje del gasto en fondo bibliográfico a cargo de financiación externa de la universidad
COSTETOTPERS;9.4;Coste total del personal;9;Gasto;9.4;Coste total del personal (€);2020;2025;No;No;2020:9.4 | 2021:9.4 | 2022:9.4 | 2023:9.4 | 2024:9.4 | 2025:9.4;2020:Coste total del personal | 2021:Coste total del personal | 2022:Coste total del personal | 2023:Coste total del personal | 2024:Coste total del personal | 2025:Coste total del personal
COSTEBIBPROFES;9.4.1;Coste del personal bibliotecario;9;Gasto;9.4;Coste total del personal (€);2020;2025;No;Sí;2020:9.4.1 | 2021:9.4.1 | 2022:9.4.1 | 2023:9.4.1 | 2024:9.4.1 | 2025:9.4.1;2020:Coste de bibliotecarios | 2021:Coste de bibliotecarios | 2022:Coste de bibliotecarios | 2023:Coste del personal bibliotecario | 2024:Coste del personal bibliotecario | 2025:Coste del personal bibliotecario
COSTEAUXBIB;9.4.2;Coste del personal auxiliar de biblioteca;9;Gasto;9.4;Coste total del personal (€);2020;2025;No;Sí;2020:9.4.2 | 2021:9.4.2 | 2022:9.4.2 | 2023:9.4.2 | 2024:9.4.2 | 2025:9.4.2;2020:Coste de auxiliares de biblioteca | 2021:Coste de auxiliares de biblioteca | 2022:Coste de auxiliares de biblioteca | 2023:Coste del personal auxiliar de biblioteca | 2024:Coste del personal auxiliar de biblioteca | 2025:Coste del personal auxiliar de biblioteca
COSTEBECAESTUD;9.4.3;Coste del estudiantado con beca y/o asimilado;9;Gasto;9.4;Coste total del personal (€);2020;2025;No;Sí;2020:9.4.3 | 2021:9.4.3 | 2022:9.4.3 | 2023:9.4.3 | 2024:9.4.3 | 2025:9.4.3;2020:Coste de estudiantes becarios y asimilados | 2021:Coste de estudiantes becarios y asimilados | 2022:Coste de estudiantes becarios y asimilados | 2023:Coste del estudiantado con beca y/o asimilado | 2024:Coste del estudiantado con beca y/o asimilado | 2025:Coste del estudiantado con beca y/o asimilado
COSTEPERSESP;9.4.4;Coste del personal especializado;9;Gasto;9.4;Coste total del personal (€);2020;2025;No;No;2020:9.4.4 | 2021:9.4.4 | 2022:9.4.4 | 2023:9.4.4 | 2024:9.4.4 | 2025:9.4.4;2020:Coste del personal especializado | 2021:Coste del personal especializado | 2022:Coste del personal especializado | 2023:Coste del personal especializado | 2024:Coste del personal especializado | 2025:Coste del personal especializado
COSTEPERSADMIN;9.4.5;Coste del personal administrativo;9;Gasto;9.4;Coste total del personal (€);2020;2025;No;No;2020:9.4.5 | 2021:9.4.5 | 2022:9.4.5 | 2023:9.4.5 | 2024:9.4.5 | 2025:9.4.5;2020:Coste del personal administrativo | 2021:Coste del personal administrativo | 2022:Coste del personal administrativo | 2023:Coste del personal administrativo | 2024:Coste del personal administrativo | 2025:Coste del personal administrativo
